"Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales"
"Sonic Classic Collection","DS",2010,"Platform","Sega",0.99,0.8,0.0,0.18,1.97
"BioShock Infinite","X360",2013,"Shooter","Take-Two Interactive",1.22,0.57,0.02,0.15,1.96
"Destiny","X360",2014,"Shooter","Activision",1.3,0.49,0.0,0.16,1.95
"Batman: Arkham Origins","X360",2013,"Action","Warner Bros. Interactive Entertainment",1.15,0.61,0.0,0.17,1.93
"Watch Dogs","PS3",2014,"Action","Ubisoft",0.56,0.89,0.1,0.37,1.93
"Tomb Raider (2013)","X360",2013,"Action","Square Enix",0.86,0.87,0.01,0.17,1.92
"Destiny: The Taken King","PS4",2015,"Shooter","Activision",0.77,0.78,0.04,0.31,1.91
"LEGO Star Wars III: The Clone Wars","Wii",2011,"Action","LucasArts",1.08,0.66,0.0,0.17,1.91
"Max Payne 3","PS3",2012,"Shooter","Take-Two Interactive",0.59,0.92,0.06,0.32,1.9
"Need for Speed Rivals","PS4",2013,"Racing","Electronic Arts",0.73,0.91,0.03,0.22,1.89
"Yokai Watch","3DS",2013,"Role-Playing","Nintendo",0.21,0.3,1.33,0.04,1.89
"Donkey Kong Country Returns","3DS",2013,"Platform","Nintendo",0.73,0.62,0.4,0.12,1.87
"LittleBigPlanet 3","PS4",2014,"Platform","Sony Computer Entertainment",0.64,0.92,0.01,0.29,1.86
"GoldenEye 007 (2010)","Wii",2010,"Action","Activision",0.85,0.71,0.13,0.16,1.86
"Mario Party: Island Tour","3DS",2013,"Misc","Nintendo",0.61,0.59,0.55,0.11,1.85
"inFAMOUS 2","PS3",2011,"Action","Sony Computer Entertainment",1.05,0.49,0.08,0.23,1.85
"World of Warcraft: Mists of Pandaria","PC",2012,"Role-Playing","Activision",0.84,0.76,0.0,0.23,1.83
"Just Cause 3","PS4",2015,"Action","Square Enix",0.46,1.02,0.07,0.28,1.83
"Kirby: Triple Deluxe","3DS",2014,"Platform","Nintendo",0.61,0.34,0.79,0.09,1.82
"Dragon Quest VI: Realms of Revelation","DS",2010,"Role-Playing","Nintendo",0.22,0.21,1.35,0.03,1.81
"The Evil Within","PS4",2014,"Action","Bethesda Softworks",0.55,0.84,0.11,0.31,1.81
"NBA 2K11","PS3",2010,"Action","Take-Two Interactive",1.41,0.21,0.03,0.16,1.8
"Call of Duty: Black Ops 3","PS3",2015,"Shooter","Activision",0.49,0.96,0.07,0.27,1.79
"Beyond: Two Souls","PS3",2013,"Adventure","Sony Computer Entertainment",0.52,0.88,0.06,0.34,1.79
"Kinect Star Wars","X360",2012,"Action","Microsoft Game Studios",1.05,0.57,0.03,0.14,1.78
"Professor Layton and the Mask of Miracle","3DS",2011,"Puzzle","Nintendo",0.32,0.95,0.36,0.14,1.78
"Just Cause 2","PS3",2010,"Action","Square Enix",0.45,0.94,0.06,0.33,1.78
"Dragon's Dogma","PS3",2012,"Role-Playing","Capcom",0.41,0.46,0.72,0.19,1.78
"The Legend of Zelda: The Wind Waker","WiiU",2013,"Action","Nintendo",0.93,0.57,0.14,0.13,1.77
"Wii Party U","WiiU",2013,"Misc","Nintendo",0.31,0.54,0.84,0.08,1.77
"Madden NFL 25","PS3",2013,"Sports","Electronic Arts",1.59,0.03,0.0,0.15,1.77
"BioShock Infinite","PS3",2013,"Shooter","Take-Two Interactive",0.72,0.69,0.04,0.31,1.76
"Hitman: Absolution","X360",2012,"Action","Square Enix",0.68,0.9,0.01,0.17,1.76
"Call of Duty: Black Ops 3","X360",2015,"Shooter","Activision",1.11,0.48,0.0,0.16,1.76
"Kingdom Hearts","PS3",2013,"Role-Playing","Square Enix",0.9,0.37,0.25,0.24,1.75
"Portal 2","PS3",2011,"Shooter","Valve",0.83,0.63,0.02,0.25,1.74
"Forza Motorsport 6","XOne",2015,"Racing","Microsoft Game Studios",0.69,0.89,0.03,0.14,1.74
"Sonic Colors","Wii",2010,"Platform","Sega",0.96,0.61,0.01,0.16,1.74
"Diablo III","PS4",2014,"Role-Playing","Activision",0.49,0.88,0.06,0.3,1.74
"Uncharted: Golden Abyss","PSV",2011,"Shooter","Sony Computer Entertainment",0.59,0.75,0.13,0.27,1.74
"Destiny","PS3",2014,"Shooter","Activision",0.67,0.66,0.12,0.27,1.73
"Overwatch","PS4",2016,"Shooter","Activision",0.64,0.68,0.14,0.26,1.73
"Disney Infinity","Wii",2013,"Action","Disney Interactive Studios",1.15,0.44,0.0,0.14,1.73
"Dishonored","X360",2012,"Action","Bethesda Softworks",1.06,0.52,0.01,0.14,1.73
"The Order: 1886","PS4",2015,"Shooter","Sony Computer Entertainment",0.61,0.78,0.06,0.27,1.72
"The Elder Scrolls Online","PS4",2015,"Role-Playing","Bethesda Softworks",0.66,0.78,0.0,0.28,1.72
"Call of Duty: Modern Warfare 3","PC",2011,"Shooter","Activision",0.41,0.98,0.0,0.33,1.72
"The Sims 3: Late Night Expansion Pack","PC",2010,"Simulation","Electronic Arts",0.59,0.87,0.0,0.25,1.71
"The Crew","PS4",2014,"Racing","Ubisoft",0.34,1.08,0.03,0.26,1.7
"Kirby's Return to Dreamland","Wii",2011,"Platform","Nintendo",0.62,0.21,0.79,0.08,1.7
"NBA 2K15","XOne",2014,"Sports","Take-Two Interactive",1.36,0.18,0.0,0.15,1.69
"Saints Row IV","X360",2013,"Action","Deep Silver",1.01,0.53,0.01,0.14,1.69
"FIFA 16","X360",2015,"Sports","Electronic Arts",0.55,1.01,0.0,0.13,1.69
"Sid Meier's Civilization V","PC",2010,"Strategy","Take-Two Interactive",0.98,0.52,0.0,0.19,1.69
"Call of Duty Black Ops: Declassified","PSV",2012,"Action","Activision",0.8,0.52,0.07,0.3,1.69
"LEGO Batman 2: DC Super Heroes","X360",2012,"Action","Warner Bros. Interactive Entertainment",0.9,0.64,0.0,0.15,1.68
"Knack","PS4",2013,"Platform","Sony Computer Entertainment Europe",0.43,0.67,0.42,0.15,1.67
"StarCraft II: Heart of the Swarm","PC",2013,"Strategy","Activision",0.82,0.65,0.0,0.19,1.67
"Dying Light","PS4",2015,"Action","Warner Bros. Interactive Entertainment",0.63,0.66,0.11,0.26,1.66
"Max Payne 3","X360",2012,"Shooter","Take-Two Interactive",0.86,0.64,0.01,0.14,1.66
"Go Vacation","Wii",2011,"Misc","Namco Bandai Games",0.48,0.68,0.33,0.16,1.65
"LEGO Pirates of the Caribbean: The Video Game","Wii",2011,"Action","Disney Interactive Studios",0.76,0.72,0.0,0.16,1.64
"Kinectimals","X360",2010,"Simulation","Microsoft Game Studios",1.02,0.48,0.0,0.14,1.64
"Until Dawn","PS4",2015,"Adventure","Sony Computer Entertainment Europe",0.44,0.89,0.05,0.25,1.64
"Sonic Generations","PS3",2011,"Platform","Sega",0.6,0.73,0.02,0.28,1.63
"NBA 2K15","X360",2014,"Sports","Take-Two Interactive",1.33,0.14,0.0,0.15,1.63
"Just Cause 2","X360",2010,"Action","Square Enix",0.59,0.85,0.02,0.17,1.62
"Rage","X360",2011,"Shooter","Bethesda Softworks",0.82,0.61,0.03,0.15,1.62
"Gears of War: Judgment","X360",2013,"Shooter","Microsoft Game Studios",0.92,0.53,0.03,0.13,1.61
"Far Cry 4","XOne",2014,"Shooter","Ubisoft",0.79,0.68,0.01,0.13,1.61
"Moshi Monsters: Moshling Zoo","DS",2011,"Misc","Activision",0.4,0.99,0.0,0.22,1.6
"No Man's Sky","PS4",2016,"Action","Hello Games",0.58,0.74,0.02,0.26,1.6
"LEGO Harry Potter: Years 1-4","X360",2010,"Action","Warner Bros. Interactive Entertainment",0.95,0.5,0.0,0.14,1.59
"Wolfenstein: The New Order","PS4",2014,"Shooter","Bethesda Softworks",0.47,0.8,0.03,0.29,1.58
"Need for Speed: Most Wanted","X360",2012,"Racing","Electronic Arts",0.62,0.8,0.01,0.15,1.58
"Kingdom Hearts 3D: Dream Drop Distance","3DS",2012,"Action","Square Enix",0.88,0.26,0.34,0.09,1.58
"Pro Evolution Soccer 2013","PS3",2012,"Sports","Konami Digital Entertainment",0.18,0.64,0.49,0.25,1.56
"Dark Souls III","PS4",2016,"Role-Playing","Namco Bandai Games",0.58,0.44,0.33,0.21,1.56
"LEGO Marvel Super Heroes","PS4",2013,"Action","Warner Bros. Interactive Entertainment",0.59,0.75,0.01,0.21,1.56
"Mafia II","X360",2010,"Action","Take-Two Interactive",0.84,0.56,0.0,0.15,1.55
"Dishonored","PS3",2012,"Action","Bethesda Softworks",0.72,0.54,0.04,0.25,1.55
"BioShock 2","PS3",2010,"Shooter","Take-Two Interactive",0.85,0.47,0.02,0.22,1.55
"Watch Dogs","XOne",2014,"Action","Ubisoft",0.9,0.53,0.0,0.13,1.55
"Star Wars: The Force Unleashed II","PS3",2010,"Action","LucasArts",0.8,0.53,0.0,0.22,1.55
"Ni no Kuni: Wrath of the White Witch","PS3",2011,"Role-Playing","Namco Bandai Games",0.6,0.51,0.21,0.23,1.55
"LEGO Battles: Ninjago","DS",2011,"Strategy","Warner Bros. Interactive Entertainment",1.07,0.36,0.0,0.12,1.55
"Mario Party 10","WiiU",2015,"Misc","Nintendo",0.69,0.5,0.24,0.11,1.55
"Dead Rising 3","XOne",2013,"Action","Microsoft Game Studios",1.06,0.35,0.01,0.12,1.54
"Fire Emblem Fates","3DS",2015,"Role-Playing","Nintendo",0.71,0.22,0.52,0.1,1.54
"Call of Duty: Black Ops II","PC",2012,"Shooter","Activision",0.63,0.69,0.0,0.21,1.53
"FIFA 17","XOne",2016,"Sports","Electronic Arts",0.17,1.26,0.0,0.1,1.53
"Donkey Kong Country: Tropical Freeze","WiiU",2014,"Platform","Nintendo",0.73,0.52,0.15,0.12,1.52
"Dead Space 2","X360",2011,"Shooter","Electronic Arts",0.94,0.45,0.0,0.13,1.52
"Mafia II","PS3",2010,"Action","Take-Two Interactive",0.5,0.72,0.04,0.26,1.52
"Madden NFL 15","XOne",2014,"Sports","Electronic Arts",1.3,0.09,0.0,0.12,1.51
"Sonic & Sega All-Stars Racing","Wii",2010,"Racing","Sega",0.65,0.71,0.0,0.15,1.51
"LEGO Star Wars III: The Clone Wars","X360",2011,"Action","LucasArts",0.84,0.54,0.0,0.13,1.51
"Football Manager 2012","PC",2011,"Sports","Sega",0.02,1.16,0.0,0.34,1.51
"Puzzle & Dragons","3DS",2013,"Role-Playing","GungHo",0.0,0.0,1.51,0.0,1.51
"Resistance 3","PS3",2011,"Shooter","Sony Computer Entertainment",0.64,0.58,0.05,0.23,1.5
"Final Fantasy XIV: A Realm Reborn","PC",2010,"Role-Playing","Square Enix",0.86,0.48,0.0,0.17,1.5
"Super Scribblenauts","DS",2010,"Puzzle","Warner Bros. Interactive Entertainment",1.08,0.31,0.0,0.11,1.5
"Dead Rising 2","X360",2010,"Action","Capcom",0.75,0.53,0.09,0.12,1.5
"The Sims 3","Wii",2010,"Simulation","Electronic Arts",0.61,0.73,0.0,0.15,1.49
"Mass Effect 2","PS3",2011,"Role-Playing","Electronic Arts",0.78,0.47,0.03,0.2,1.48
"Assassin's Creed III: Liberation","PSV",2012,"Action","Ubisoft",0.58,0.55,0.06,0.28,1.47
"Metal Gear Rising: Revengeance","PS3",2013,"Action","Konami Digital Entertainment",0.45,0.4,0.44,0.18,1.47
"Star Wars: The Force Unleashed II","X360",2010,"Action","LucasArts",0.95,0.4,0.0,0.12,1.47
"LittleBigPlanet PS Vita","PSV",2012,"Platform","Sony Computer Entertainment",0.4,0.72,0.02,0.33,1.47
"Tom Clancy's Ghost Recon: Future Soldier","X360",2012,"Shooter","Ubisoft",0.93,0.4,0.02,0.12,1.46
"Homefront","X360",2011,"Shooter","THQ",0.83,0.48,0.02,0.12,1.46
"Mass Effect 3","PS3",2012,"Role-Playing","Electronic Arts",0.63,0.59,0.03,0.21,1.46
"LEGO Batman 2: DC Super Heroes","Wii",2012,"Action","Warner Bros. Interactive Entertainment",0.94,0.4,0.0,0.11,1.46
"Medal of Honor: Warfighter","PS3",2012,"Action","Electronic Arts",0.47,0.65,0.06,0.28,1.46
"LEGO City Undercover","3DS",2013,"Platform","Nintendo",0.51,0.75,0.07,0.12,1.46
"Diablo III","X360",2013,"Role-Playing","Activision",0.89,0.44,0.0,0.12,1.45
"Batman: Arkham Knight","XOne",2015,"Action","Warner Bros. Interactive Entertainment",0.86,0.46,0.0,0.13,1.45
"Anno 2070","PC",2011,"Strategy","Ubisoft",0.0,1.13,0.0,0.32,1.45
"Dragon Quest Monsters: Joker 2","DS",2010,"Role-Playing","Square Enix",0.11,0.08,1.24,0.02,1.45
"SimCity (2013)","PC",2013,"Simulation","Electronic Arts",0.48,0.77,0.0,0.19,1.44
"Far Cry 4","PS3",2014,"Shooter","Ubisoft",0.33,0.79,0.08,0.23,1.44
"Kinect Joy Ride","X360",2010,"Racing","Microsoft Game Studios",0.92,0.4,0.0,0.12,1.44
"Need for Speed Rivals","PS3",2013,"Racing","Electronic Arts",0.33,0.74,0.05,0.31,1.44
"Dead Space 2","PS3",2011,"Shooter","Electronic Arts",0.73,0.5,0.0,0.21,1.44
"Disney Infinity","X360",2013,"Action","Disney Interactive Studios",0.96,0.37,0.0,0.11,1.43
"Dragon Quest VII: Warriors of Eden","3DS",2013,"Role-Playing","Square Enix",0.07,0.04,1.3,0.01,1.42
"UFC Undisputed 2010","PS3",2010,"Fighting","THQ",0.8,0.41,0.02,0.19,1.42
"Sonic Generations","X360",2011,"Platform","Sega",0.71,0.57,0.0,0.14,1.42
"Tomb Raider (2013)","PS4",2014,"Action","Square Enix",0.47,0.64,0.06,0.25,1.41
"Toy Story 3: The Video Game","Wii",2010,"Action","Disney Interactive Studios",0.64,0.63,0.0,0.14,1.41
"Injustice: Gods Among Us","X360",2013,"Fighting","Warner Bros. Interactive Entertainment",0.97,0.34,0.0,0.11,1.41
"Madden NFL 15","PS3",2014,"Sports","Electronic Arts",1.07,0.15,0.0,0.19,1.41
"Metroid: Other M","Wii",2010,"Action","Nintendo",0.87,0.31,0.13,0.1,1.41
"Call of Duty: Black Ops","Wii",2010,"Shooter","Activision",0.82,0.47,0.0,0.12,1.4
"Battlefield 4","PC",2013,"Shooter","Electronic Arts",0.38,0.86,0.0,0.16,1.4
"Doom (2016)","PS4",2016,"Shooter","Bethesda Softworks",0.49,0.66,0.02,0.22,1.39
"Deus Ex: Human Revolution","PS3",2011,"Shooter","Square Enix",0.5,0.6,0.07,0.23,1.39
"WWE '13","PS3",2012,"Action","THQ",0.51,0.62,0.0,0.26,1.39
"Deus Ex: Human Revolution","X360",2011,"Shooter","Square Enix",0.76,0.48,0.02,0.12,1.39
"Bravely Default: Flying Fairy","3DS",2012,"Role-Playing","Nintendo",0.5,0.32,0.49,0.07,1.38
"Titanfall","X360",2014,"Shooter","Electronic Arts",0.87,0.38,0.02,0.11,1.38
"Persona 4: Golden","PSV",2012,"Role-Playing","Atlus",0.46,0.34,0.38,0.21,1.38
"Dead Rising 2","PS3",2010,"Action","Capcom",0.43,0.57,0.15,0.22,1.38
"Need for Speed: The Run","X360",2011,"Action","Electronic Arts",0.63,0.58,0.0,0.15,1.38
"Assassin's Creed: Rogue","PS3",2014,"Action","Ubisoft",0.46,0.62,0.06,0.23,1.37
"Forza Horizon 2","XOne",2014,"Racing","Microsoft Game Studios",0.5,0.78,0.01,0.09,1.37
"Sonic Colors","DS",2010,"Platform","Sega",0.74,0.5,0.01,0.13,1.37
"LEGO Harry Potter: Years 1-4","PS3",2010,"Action","Warner Bros. Interactive Entertainment",0.55,0.6,0.0,0.22,1.37
"NBA 2K15","PS3",2014,"Sports","Take-Two Interactive",0.86,0.27,0.02,0.22,1.36
"Yoshi's New Island","3DS",2014,"Platform","Nintendo",0.47,0.51,0.28,0.09,1.36
"Ryse: Son of Rome","XOne",2013,"Action","Microsoft Game Studios",0.82,0.42,0.0,0.11,1.36
"Marvel vs. Capcom 3: Fate of Two Worlds","PS3",2011,"Fighting","Capcom",0.81,0.29,0.11,0.14,1.35
"F1 2010","PS3",2010,"Racing","Codemasters",0.25,0.76,0.08,0.27,1.35
"Alan Wake","X360",2010,"Action","Microsoft Game Studios",0.66,0.51,0.05,0.13,1.35
"Mortal Kombat X","XOne",2015,"Fighting","Warner Bros. Interactive Entertainment",1.0,0.21,0.0,0.13,1.35
"Crysis 2","X360",2011,"Action","Electronic Arts",0.7,0.5,0.02,0.12,1.35
"The ICO & Shadow of the Colossus Collection","PS3",2011,"Adventure","Sony Computer Entertainment",0.67,0.37,0.13,0.17,1.35
"Your Shape: Fitness Evolved","X360",2010,"Sports","Ubisoft",0.79,0.42,0.0,0.11,1.33
"Rage","PS3",2011,"Shooter","Bethesda Softworks",0.47,0.59,0.06,0.21,1.33
"Skylanders SWAP Force","X360",2013,"Platform","Activision",0.86,0.36,0.0,0.11,1.33
"NBA 2K14","PS4",2013,"Sports","Take-Two Interactive",0.89,0.31,0.01,0.12,1.33
"UFC Undisputed 2010","X360",2010,"Fighting","THQ",0.9,0.31,0.0,0.11,1.33
"Final Fantasy X / X-2 HD Remaster","PS3",2013,"Role-Playing","Square Enix",0.43,0.4,0.32,0.18,1.33
"Pokemon Ranger: Guardian Signs","DS",2010,"Role-Playing","Nintendo",0.51,0.17,0.58,0.06,1.33
"Middle-Earth: Shadow of Mordor","XOne",2014,"Action","Warner Bros. Interactive Entertainment",0.72,0.5,0.01,0.1,1.32
"Dark Souls II","PS3",2014,"Role-Playing","Namco Bandai Games",0.4,0.36,0.4,0.17,1.32
"Kingdom Hearts II","PS3",2014,"Role-Playing","Square Enix",0.52,0.43,0.18,0.19,1.32
"The LEGO Movie Videogame","X360",2014,"Action","Warner Bros. Interactive Entertainment",0.69,0.52,0.0,0.11,1.32
"MAG: Massive Action Game","PS3",2010,"Shooter","Sony Computer Entertainment",0.77,0.3,0.09,0.16,1.32
"Cars 2","DS",2011,"Racing","Disney Interactive Studios",0.72,0.44,0.04,0.12,1.32
"Skylanders Giants","X360",2012,"Action","Activision",0.75,0.45,0.0,0.11,1.32
"Crysis 2","PS3",2011,"Action","Electronic Arts",0.45,0.57,0.06,0.21,1.3
"Saints Row IV","PS3",2013,"Action","Deep Silver",0.56,0.44,0.09,0.21,1.3
"EA Sports Active 2","Wii",2010,"Sports","Electronic Arts",0.78,0.4,0.0,0.11,1.3
"Rise of the Tomb Raider","XOne",2015,"Adventure","Square Enix",0.53,0.64,0.02,0.1,1.3
"Yoshi's Woolly World","WiiU",2015,"Platform","Nintendo",0.61,0.47,0.11,0.1,1.29
"FIFA Street","PS3",2012,"Sports","Electronic Arts",0.11,0.92,0.0,0.25,1.29
"Tom Clancy's Rainbow Six: Siege","XOne",2015,"Shooter","Ubisoft",0.73,0.44,0.0,0.12,1.29
"Watch Dogs","X360",2014,"Action","Ubisoft",0.72,0.45,0.01,0.11,1.28
"Metal Gear Solid V: Ground Zeroes","PS4",2014,"Action","Konami Digital Entertainment",0.45,0.46,0.17,0.2,1.28
"Assassin's Creed Syndicate","XOne",2015,"Action","Ubisoft",0.61,0.56,0.0,0.11,1.28
"WWE '13","X360",2012,"Action","THQ",0.72,0.45,0.0,0.11,1.28
"Kid Icarus: Uprising","3DS",2012,"Action","Nintendo",0.48,0.35,0.36,0.07,1.28
"Pokemon Mystery Dungeon: Gates to Infinity","3DS",2012,"Role-Playing","Nintendo",0.44,0.3,0.47,0.06,1.27
"WWE '12","X360",2011,"Fighting","THQ",0.74,0.4,0.0,0.12,1.27
"The Elder Scrolls Online","XOne",2015,"Role-Playing","Bethesda Softworks",0.77,0.38,0.0,0.12,1.27
"Yokai Watch 3","3DS",2016,"Action","Level 5",0.0,0.0,1.27,0.0,1.27
"Football Manager 2011","PC",2010,"Sports","Sega",0.0,1.01,0.0,0.25,1.26
"Hyrule Warriors","WiiU",2014,"Action","Nintendo",0.61,0.42,0.13,0.1,1.26
"LEGO The Lord of the Rings","X360",2012,"Action","Warner Bros. Interactive Entertainment",0.63,0.51,0.0,0.11,1.26
"Injustice: Gods Among Us","PS3",2013,"Fighting","Warner Bros. Interactive Entertainment",0.48,0.53,0.01,0.23,1.25
"Tales of Xillia","PS3",2011,"Role-Playing","Namco Bandai Games",0.29,0.19,0.67,0.09,1.24
"The Witcher 3: Wild Hunt","XOne",2015,"Role-Playing","Namco Bandai Games",0.66,0.47,0.0,0.11,1.24
"2010 FIFA World Cup South Africa","PS3",2010,"Sports","Electronic Arts",0.3,0.64,0.07,0.22,1.23
"Farming Simulator 2015","PC",2014,"Simulation","Focus Home Interactive",0.08,1.02,0.0,0.13,1.23
"Madden NFL 17","PS4",2016,"Sports","Electronic Arts",0.92,0.08,0.0,0.23,1.23
"Fallout 4","PC",2015,"Role-Playing","Bethesda Softworks",0.5,0.63,0.0,0.1,1.23
"LEGO Batman 2: DC Super Heroes","PS3",2012,"Action","Warner Bros. Interactive Entertainment",0.5,0.53,0.0,0.2,1.22
"Naruto Shippuden: Ultimate Ninja Storm 2","PS3",2010,"Fighting","Namco Bandai Games",0.42,0.47,0.15,0.18,1.22
"F1 2011","PS3",2011,"Racing","Codemasters",0.12,0.75,0.11,0.25,1.22
"Super Street Fighter IV: 3D Edition","3DS",2011,"Fighting","Capcom",0.55,0.44,0.14,0.09,1.22
"FIFA Soccer 11","PSP",2010,"Sports","Electronic Arts",0.13,0.7,0.01,0.37,1.21
"LEGO Star Wars III: The Clone Wars","PS3",2011,"Action","LucasArts",0.52,0.49,0.0,0.2,1.2
"Just Dance 2016","Wii",2015,"Misc","Ubisoft",0.52,0.59,0.0,0.1,1.2
"Battlefield: Hardline","XOne",2015,"Shooter","Electronic Arts",0.72,0.37,0.01,0.11,1.2
"WWE 2K16","PS4",2015,"Sports","Take-Two Interactive",0.41,0.6,0.0,0.19,1.2
"One Piece: Pirate Warriors","PS3",2012,"Action","Namco Bandai Games",0.01,0.24,0.86,0.09,1.2
"WWE 2K14","PS3",2013,"Sports","Take-Two Interactive",0.49,0.49,0.0,0.21,1.19
"Captain Toad: Treasure Tracker","WiiU",2014,"Puzzle","Nintendo",0.56,0.36,0.19,0.09,1.19
"Mario & Sonic at the London 2012 Olympic Games","3DS",2012,"Sports","Sega",0.18,0.64,0.27,0.1,1.19
"FIFA 14","XOne",2013,"Sports","Electronic Arts",0.41,0.66,0.0,0.12,1.19
"NBA 2K17","PS4",2016,"Sports","Take-Two Interactive",0.83,0.14,0.0,0.22,1.19
"Pokemon Super Mystery Dungeon","3DS",2015,"Role-Playing","Nintendo",0.46,0.31,0.33,0.08,1.19
"Just Dance 4","X360",2012,"Misc","Ubisoft",0.9,0.2,0.0,0.08,1.19
"Resident Evil: Operation Raccoon City","PS3",2012,"Action","Capcom",0.48,0.25,0.36,0.1,1.18
"WWE '12","PS3",2011,"Fighting","THQ",0.53,0.46,0.02,0.17,1.18
"Plants vs. Zombies","DS",2011,"Strategy","Mastertronic",0.95,0.15,0.0,0.08,1.18
"Your Shape: Fitness Evolved 2012","X360",2011,"Sports","Ubisoft",0.7,0.37,0.0,0.1,1.17
"Medal of Honor: Warfighter","X360",2012,"Action","Electronic Arts",0.58,0.47,0.01,0.1,1.17
"Ratchet & Clank (2016)","PS4",2016,"Platform","Sony Computer Entertainment",0.32,0.64,0.04,0.18,1.17
"Football Manager 2013","PC",2012,"Sports","Sega",0.0,0.95,0.0,0.22,1.17
"Destiny: The Taken King","XOne",2015,"Shooter","Activision",0.82,0.23,0.0,0.11,1.17
"Fallout: New Vegas","PC",2010,"Role-Playing","Bethesda Softworks",0.58,0.45,0.0,0.14,1.16
"Need for Speed: Most Wanted","PSV",2012,"Racing","Electronic Arts",0.38,0.52,0.01,0.25,1.16
"LEGO Star Wars III: The Clone Wars","DS",2011,"Action","LucasArts",0.66,0.39,0.0,0.11,1.16
"Sniper: Ghost Warrior","X360",2010,"Shooter","City Interactive",0.54,0.51,0.0,0.12,1.16
"Rocksmith","PS3",2011,"Misc","Ubisoft",0.52,0.38,0.09,0.17,1.16
"Plants vs. Zombies: Garden Warfare","X360",2014,"Shooter","Electronic Arts",0.51,0.54,0.0,0.1,1.16
"Omerta: City of Gangsters","PS3",2011,"Simulation","Konami Digital Entertainment",0.52,0.46,0.0,0.17,1.15
"Red Dead Redemption: Undead Nightmare","PS3",2010,"Action","Take-Two Interactive",0.44,0.46,0.06,0.18,1.15
"Ratchet & Clank: All 4 One","PS3",2011,"Platform","Sony Computer Entertainment",0.75,0.22,0.05,0.12,1.15
"Fight Night Champion","PS3",2011,"Fighting","Electronic Arts",0.45,0.51,0.0,0.19,1.15
"Pokemon Rumble Blast","3DS",2011,"Action","Nintendo",0.47,0.26,0.35,0.07,1.14
"ModNation Racers","PS3",2010,"Racing","Sony Computer Entertainment",0.5,0.41,0.06,0.16,1.13
"LEGO Star Wars III: The Clone Wars","3DS",2011,"Action","LucasArts",0.61,0.43,0.0,0.09,1.13
"Fantasy Life","3DS",2012,"Role-Playing","Nintendo",0.33,0.37,0.37,0.06,1.13
"WWE 2K15","PS4",2014,"Sports","Take-Two Interactive",0.38,0.56,0.0,0.19,1.13
"WWE 2K14","X360",2013,"Sports","Take-Two Interactive",0.64,0.39,0.0,0.1,1.13
"Alien: Isolation","PS4",2014,"Shooter","Sega",0.34,0.56,0.04,0.19,1.13
"Dragon Age II","X360",2011,"Action","Electronic Arts",0.72,0.3,0.01,0.09,1.12
"Crackdown 2","X360",2010,"Shooter","Microsoft Game Studios",0.63,0.37,0.02,0.1,1.12
"Final Fantasy XIV: A Realm Reborn","PS3",2013,"Role-Playing","Square Enix",0.36,0.33,0.28,0.15,1.12
"Castlevania: Lords of Shadow","PS3",2010,"Action","Konami Digital Entertainment",0.5,0.37,0.1,0.16,1.12
"Rocksmith","X360",2011,"Misc","Ubisoft",0.84,0.2,0.01,0.08,1.12
"Disney Infinity 2.0: Marvel Super Heroes","X360",2014,"Action","Disney Interactive Studios",0.62,0.4,0.0,0.1,1.12
"Mad Max (2015)","PS4",2015,"Action","Warner Bros. Interactive Entertainment",0.32,0.58,0.04,0.17,1.11
"Sunset Overdrive","XOne",2014,"Shooter","Microsoft Game Studios",0.62,0.4,0.0,0.08,1.11
"Pikmin 3","WiiU",2013,"Strategy","Nintendo",0.45,0.31,0.29,0.06,1.11
"Toy Story 3: The Video Game","PS3",2010,"Action","Disney Interactive Studios",0.51,0.42,0.0,0.17,1.11
"The Legend of Zelda: Tri Force Heroes","3DS",2015,"Action","Nintendo",0.52,0.33,0.17,0.08,1.1
"LEGO The Lord of the Rings","PS3",2012,"Action","Warner Bros. Interactive Entertainment",0.36,0.53,0.0,0.21,1.1
"WWE SmackDown vs. Raw 2011","PS3",2010,"Fighting","THQ",0.44,0.46,0.01,0.18,1.1
