URL,SPECIAL CHAR IN URL,CHARSET,SERVER,CONTENT_LENGTH,ACCEPT_EN,WHOIS_COUNTRY,WHOIS_STATEPRO,WHOIS_REGDATE,WHOIS_UPDATED_DATE,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,Type
B0_1386,12:68,ISO-8859-1,Oracle-iPlanet-Web-Server/7.0,3257,1,None,None,13/10/2000 0:00,27/4/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_148,11:68,utf-8,lighttpd/1.4.28,6795,1,SE,None,24/9/2009 0:00,1/3/2017 0:00,20,7,9,1620,22,23,9227,1804,22,2,0
B0_2286,12:68,utf-8,cloudflare-nginx,,1,US,MA,7/3/2001 0:00,18/8/2015 0:00,11,3,7,858,11,11,678,858,11,0,0
B0_2288,12:68,utf-8,ATS,,1,US,CA,18/1/1995 0:00,26/8/2015 0:00,5,4,2,474,5,7,442,474,5,0,0
B0_27,14:68,UTF-8,Apache,12606,1,US,NY,2/1/2001 0:00,31/5/2016 0:00,23,9,8,2317,27,28,3635,2633,27,4,0
B0_327,13:68,utf-8,nginx,,1,US,Arizona,30/11/2006 0:00,17/4/2015 0:00,20,1,4,1900,24,25,15998,2204,24,4,0
B0_651,15:68,UTF-8,Server,,1,US,NV,1/11/1994 0:00,30/4/2014 0:00,47,37,6,5242,53,55,49446,5670,53,6,0
B0_684,12:68,UTF-8,mw2197.codfw.wmnet,12503,1,US,CA,13/1/2001 0:12,12/12/2015 10:16,40,34,3,6020,48,45,37704,6628,48,8,0
B0_734,14:68,UTF-8,nginx,,1,US,Nevada,13/11/2002 0:00,12/8/2015 0:00,52,44,3,4703,56,57,69613,5033,56,4,0
B0_79,11:68,UTF-8,nginx,,1,US,Arizona,26/1/2006 21:09,11/4/2017 23:16,48,0,3,4896,52,58,73318,5200,52,4,0
B0_866,11:68,iso-8859-1,nginx/1.12.0,,1,GB,HANTS,21/12/2006 0:00,4/3/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_957,12:68,UTF-8,Server,,1,US,NV,1/11/1994 0:00,30/4/2014 0:00,0,0,0,0,0,0,0,0,0,0,0
M0_178,13:69,UTF-8,Apache,194,1,US,PA,16/11/2016 0:00,16/11/2016 0:00,10,0,4,903,14,12,1489,1205,14,4,1
B0_1077,14:69,UTF-8,GSE,3933,1,US,CA,31/7/2000 0:00,29/6/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1098,13:69,UTF-8,nginx/1.12.0,13920,1,CA,ONTARIO,13/5/2011 0:00,13/5/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_115,13:69,iso-8859-1,Apache/2.2.31 (FreeBSD) PHP/5.4.15 mod_ssl/2.2.31 OpenSSL/1.0.2d DAV/2,248,1,None,None,18/10/2000 0:00,30/10/2016 0:00,19,6,10,1483,23,21,2073,1775,23,4,0
B0_1194,12:69,ISO-8859-1,nginx,1500,1,US,Ohio,26/5/1998 0:00,4/5/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1271,11:69,UTF-8,ATS,,1,US,CA,18/1/1995 0:00,26/8/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1273,11:69,UTF-8,nginx/1.8.1,12564,1,UK,None,3/6/1993 0:00,2/11/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_133,13:69,ISO-8859-1,nginx/1.4.6 (Ubuntu),,1,PA,PANAMA,2/4/2008 0:00,13/6/2016 0:00,8,2,2,805,10,10,1196,953,10,2,0
B0_1395,12:69,UTF-8,Server,,1,US,NV,1/11/1994 0:00,30/4/2014 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_2006,12:69,ISO-8859-1,Apache,,1,US,UT,16/5/1995 0:00,21/10/2016 0:00,4,3,2,432,4,4,244,432,4,0,0
B0_2246,11:69,UTF-8,Apache-Coyote/1.1,,1,US,California,8/4/2000 0:00,31/1/2013 0:00,3,3,1,366,3,4,244,366,3,0,0
B0_372,12:69,ISO-8859-1,None,,1,US,CA,29/3/1997 0:00,29/11/2016 0:00,48,36,10,5347,54,50,43924,5787,54,6,0
B0_459,12:69,iso-8859-1,Apache,360,1,Cyprus,None,5/11/2007 0:00,22/2/2017 0:00,23,1,10,1783,27,26,18427,2095,27,4,0
B0_47,13:69,utf-8,ATS,,1,US,CA,18/1/1995 0:00,26/8/2015 0:00,14,8,3,2186,18,20,6913,2486,18,4,0
B0_530,12:69,UTF-8,Server,,1,US,NV,1/11/1994 0:00,30/4/2014 0:00,29,21,7,3997,35,30,16884,4425,35,6,0
B0_545,11:69,utf-8,nginx,,1,US,Illinois,19/4/2006 0:00,29/7/2013 0:00,19,0,4,1878,25,23,18769,2358,25,6,0
B0_58,11:69,utf-8,Apache,,1,None,None,1/6/2006 0:00,6/3/2017 0:00,23,15,10,2708,27,30,6195,3036,27,4,0
B0_745,14:69,UTF-8,Jetty(9.0.z-SNAPSHOT),,1,US,NY,12/3/1999 0:00,16/11/2016 0:00,31,2,8,2131,35,33,30035,2437,35,4,0
B0_955,14:69,UTF-8,GSE,33493,1,US,CA,31/7/2000 0:00,29/6/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
M1_1,12:70,UTF-8,Apache,,1,None,None,,,15,0,3,1150,17,17,15499,1304,17,2,1
B0_1016,15:70,utf-8,Apache,61974,1,US,MO,20/5/1996 0:00,24/10/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1045,13:70,ISO-8859-1,Microsoft-IIS/8.5,65423,1,CA,ON,10/3/1998 0:00,24/2/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1057,15:70,us-ascii,Microsoft-HTTPAPI/2.0,324,1,None,None,,,0,0,0,0,0,0,0,0,0,0,0
B0_1155,14:70,iso-8859-1,Apache/2.2.26 (Unix) mod_ssl/2.2.26 OpenSSL/1.0.1e-fips DAV/2 mod_bwlimited/1.4,518,1,AU,Queensland,23/1/2004 0:00,8/1/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1169,13:70,UTF-8,cloudflare-nginx,,1,US,California,3/3/1999 0:00,14/4/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1246,14:70,ISO-8859-1,Apache/2.2.15 (CentOS) DAV/2 mod_ssl/2.2.15 OpenSSL/1.0.1e-fips PHP/5.3.3,8742,1,US,IL,12/12/1990 0:00,8/6/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_130,12:70,ISO-8859-1,Apache/2.2.24 (Unix) DAV/2 PHP/5.3.26 mod_ssl/2.2.24 OpenSSL/0.9.8y,,1,None,None,3/6/1998 0:00,2/6/2016 0:00,9,0,4,916,13,15,2074,1216,13,4,0
B0_1407,12:70,UTF-8,mw2178.codfw.wmnet,,1,US,CA,13/1/2001 0:12,12/12/2015 10:16,0,0,0,0,0,0,0,0,0,0,0
B0_151,15:70,UTF-8,294,11397,1,None,None,11/1/2005 0:00,23/1/2014 0:00,44,34,6,6221,54,45,36834,6963,54,10,0
B0_2028,15:70,UTF-8,nginx,,1,US,CA,3/3/2000 0:00,12/1/2017 0:00,6,4,4,552,6,9,562,552,6,0,0
B0_2161,13:70,ISO-8859-1,Microsoft-IIS/6.0,118672,1,CA,Quebec,2/6/2004 0:00,21/3/2015 0:00,10,6,7,792,10,10,636,792,10,0,0
B0_2169,13:70,ISO-8859-1,Apache,8187,1,CH,Zug,21/11/1997 0:00,19/10/2016 0:00,5,5,3,498,5,8,504,498,5,0,0
B0_2283,13:70,UTF-8,nginx,,1,PA,PANAMA,11/11/2007 0:00,18/12/2015 0:00,16,13,2,1688,16,12,742,1688,16,0,0
B0_2308,10:70,ISO-8859-1,Microsoft-IIS/7.5,356,1,US,New York,11/6/2002 0:00,5/6/2014 0:00,49,7,3,3802,49,50,57628,3802,49,0,0
B0_260,13:70,ISO-8859-1,Apache,,1,None,None,,,33,11,8,3523,39,33,30933,4041,39,6,0
B0_264,13:70,us-ascii,Microsoft-HTTPAPI/2.0,324,1,US,VT,15/11/1995 0:00,15/9/2015 0:00,8,0,3,1100,12,12,1570,1380,12,4,0
B0_367,12:70,utf-8,Microsoft-IIS/7.5,41417,1,US,MO,,,7,4,3,752,9,12,892,922,9,2,0
B0_654,14:70,utf-8,Microsoft-IIS/7.5,13481,1,US,VA,15/12/1994 0:00,10/12/2016 0:00,48,11,11,3684,54,53,47558,4164,54,6,0
B0_681,12:70,ISO-8859-1,nginx/1.2.1,,1,US,NV,23/7/1999 0:00,4/3/2017 0:00,19,12,7,2506,23,27,7448,2810,23,4,0
B0_893,14:70,UTF-8,nginx,23103,1,US,California,17/8/1995 0:00,16/8/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_899,13:70,ISO-8859-1,Microsoft-IIS/7.5,11,1,US,WA,13/9/2000 0:00,29/8/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_941,13:70,UTF-8,nginx,,1,US,CA,7/9/1995 0:00,4/3/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1067,6:71,us-ascii,Microsoft-HTTPAPI/2.0,324,1,US,Oregon,29/1/2003 23:45,7/8/2013 22:19,0,0,0,0,0,0,0,0,0,0,0
B0_1173,16:71,ISO-8859-1,cloudflare-nginx,,1,US,Washington,3/8/1999 0:00,14/12/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1345,14:71,UTF-8,GSE,8992,1,CA,ON,27/1/2010 0:00,7/8/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1371,13:71,UTF-8,Server,,1,US,NV,1/11/1994 0:00,30/4/2014 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_168,13:71,UTF-8,GSE,11988,1,US,CA,31/7/2000 0:00,29/6/2016 0:00,73,3,5,7802,79,82,105565,8302,79,6,0
B0_175,12:71,ISO-8859-1,None,34,1,CA,ON,28/12/1998 0:00,17/12/2016 0:00,49,0,7,3878,53,51,55460,4174,53,4,0
B0_207,12:71,UTF-8,Apache,13522,1,US,CA,18/1/1996 5:00,20/1/2017 1:26,30,20,10,3317,36,35,8700,3747,36,6,0
B0_66,11:71,utf-8,nginx/1.7.4,,1,PA,PANAMA,28/11/1999 0:00,4/4/2017 0:00,28,4,5,2794,32,32,30923,3110,32,4,0
B0_669,12:71,utf-8,DMS/1.0.42,318,1,FR,None,15/3/2005 0:00,28/6/2016 0:00,25,3,5,3428,29,23,28007,3736,29,4,0
B0_678,14:71,utf-8,nginx,337,1,None,None,,,35,14,7,4515,43,28,12970,5105,43,8,0
B0_692,11:71,utf-8,ATS,,1,US,CA,18/1/1995 0:00,26/8/2015 0:00,26,21,4,4488,35,35,14140,5084,35,8,0
B0_707,14:71,UTF-8,Server,,1,None,None,,23/10/2013 0:00,19,14,4,2877,25,23,6649,3317,25,6,0
B0_72,12:71,UTF-8,Server,,1,US,NV,1/11/1994 0:00,30/4/2014 0:00,65,48,7,6391,71,77,83389,6819,71,6,0
B0_728,11:71,UTF-8,Apache-Coyote/1.1,13596,1,IN,TN,,,7,2,4,1131,12,11,1747,1473,12,4,0
B0_828,11:71,us-ascii,Microsoft-IIS/7.5,324,1,us,CA,17/11/2006 0:00,31/3/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_875,15:71,us-ascii,Microsoft-HTTPAPI/2.0,324,1,TR,None,21/5/2006 0:00,17/5/2013 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1145,14:72,us-ascii,cloudflare-nginx,324,1,CA,ON,24/11/2001 0:00,8/8/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1164,14:72,utf-8,nginx,31624,1,UK,UK,,,0,0,0,0,0,0,0,0,0,0,0
B0_1172,16:72,utf-8,Apache/2.2.22 (Debian) mod_python/3.3.1 Python/2.7.3 mod_ssl/2.2.22 OpenSSL/1.0.1t,,1,US,NY,23/3/1995 0:00,3/3/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1275,12:72,UTF-8,None,,1,KR,None,6/9/1997 0:00,11/1/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1282,12:72,us-ascii,Microsoft-HTTPAPI/2.0,1853,1,US,NY,31/10/1997 0:00,30/10/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1313,12:72,ISO-8859-1,Apache,,1,US,UT,16/5/1995 0:00,21/10/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_141,15:72,UTF-8,Apache/2.4.16 (Ubuntu),,1,US,CA,22/9/2002 0:00,22/9/2016 0:00,47,13,6,6078,53,52,40968,6520,53,6,0
B0_2040,13:72,UTF-8,Apache/2.2.27 (CentOS),,1,None,None,,,14,14,7,972,14,16,1144,972,14,0,0
B0_2084,14:72,utf-8,Microsoft-IIS/7.5,14092,1,US,VA,15/12/1994 0:00,10/12/2016 0:00,12,5,4,960,12,8,498,960,12,0,0
B0_24,12:72,UTF-8,Server,,1,US,NV,1/11/1994 0:00,30/4/2014 0:00,27,21,8,3862,33,33,11108,4290,33,6,0
B0_244,9:72,ISO-8859-1,Apache/2.2.26 (Unix) mod_ssl/2.2.26 OpenSSL/0.9.8e-fips-rhel5 mod_bwlimited/1.4 PHP/5.4.26,2819,1,BE,ANTWERP,13/10/2000 0:00,1/11/2012 0:00,39,2,13,3042,45,26,5914,3520,45,6,0
B0_335,15:72,ISO-8859-1,None,33528,1,None,None,,,18,4,4,2083,22,28,17862,2371,22,4,0
B0_343,12:72,iso-8859-1,Apache,363,1,Cyprus,None,4/7/2007 0:00,22/2/2017 0:00,28,2,5,2490,32,29,18969,2802,32,4,0
B0_489,13:72,utf-8,Apache,1832,1,None,None,1/5/2009 0:00,2/5/2016 0:00,9,0,3,1165,15,16,1673,1673,15,6,0
B0_623,12:72,us-ascii,www.lexisnexis.com  9999,324,1,CH,CH,8/4/2009 0:00,12/2/2016 0:00,80,0,2,6525,84,102,126205,6843,84,4,0
B0_852,14:72,UTF-8,nginx,,1,PA,PANAMA,11/11/2007 0:00,18/12/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_888,11:72,iso-8859-1,Apache-Coyote/1.1,,1,US,Tennessee,10/5/2007 19:20,18/4/2017 17:38,0,0,0,0,0,0,0,0,0,0,0
B0_930,11:72,ISO-8859-1,nginx,1145,1,US,NJ,8/4/1998 0:00,25/10/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1001,14:73,UTF-8,cloudflare-nginx,,1,US,LA,20/10/2003 0:00,15/1/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1074,17:73,ISO-8859-1,Apache/2.4.7 (Ubuntu),13240,1,US,PA,5/8/2008 0:00,6/8/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1082,13:73,iso-8859-1,Apache/2.2.15 (CentOS),,1,US,UT,16/5/1995 0:00,21/10/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1184,14:73,utf-8,None,32103,1,US,NY,29/3/2008 0:00,10/2/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1229,15:73,iso-8859-1,nginx,484,1,US,Arizona,15/12/2007 0:00,3/4/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1240,13:73,iso-8859-1,Apache/2.2.15 (CentOS),,1,US,UT,16/5/1995 0:00,21/10/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_132,13:73,iso-8859-1,Apache/2.2.15 (CentOS),,1,US,UT,16/5/1995 0:00,21/10/2016 0:00,27,12,5,3149,33,34,37964,3647,33,6,0
B0_1334,15:73,iso-8859-1,Apache/2.0.52 (Red Hat),330,1,US,CA,3/9/1996 4:00,30/9/2009 2:59,0,0,0,0,0,0,0,0,0,0,0
B0_213,15:73,utf-8,Apache,44491,1,CA,ON,9/12/2003 0:00,22/10/2016 0:00,208,0,1,14530,210,278,466055,14688,210,2,0
B0_2235,11:73,UTF-8,Apache/2.4.18 (Ubuntu),12487,1,US,Illinois,2/8/2000 0:00,26/4/2017 0:00,22,11,12,1524,22,19,1268,1524,22,0,0
B0_2248,11:73,UTF-8,GSE,3674,1,US,CA,31/7/2000 0:00,29/6/2016 0:00,3,3,1,366,3,5,306,366,3,0,0
B0_2321,17:73,UTF-8,cloudflare-nginx,,1,JP,TOKYO-TO,5/11/2007 15:14,12/3/2017 9:17,11,6,8,810,11,14,913,810,11,0,0
B0_279,15:73,ISO-8859-1,squid/3.3.8,3591,1,US,CA,2/6/1994 0:00,6/1/2017 0:00,23,4,3,2425,29,36,33598,2881,29,6,0
B0_36,12:73,UTF-8,Apache-Coyote/1.1,17908,1,None,None,9/1/2007 0:00,30/4/2013 0:00,17,12,3,2396,23,25,26621,2856,23,6,0
B0_559,13:73,ISO-8859-1,nginx/0.8.38,18901,1,US,MA,29/3/2000 0:00,25/12/2016 0:00,51,6,5,3932,55,48,87340,4252,55,4,0
B0_699,12:73,UTF-8,Server,,1,US,NV,1/11/1994 0:00,30/4/2014 0:00,49,43,4,5365,55,60,78671,5793,55,6,0
B0_804,17:73,UTF-8,mw2242.codfw.wmnet,,1,US,CA,13/1/2001 0:12,12/12/2015 10:16,0,0,0,0,0,0,0,0,0,0,0
M0_167,11:74,ISO-8859-1,cloudflare-nginx,,1,ru,Krasnoyarsk,22/8/2010 0:00,28/4/2017 0:00,11,0,3,1260,19,17,2399,1850,19,8,1
B0_1162,12:74,us-ascii,Microsoft-IIS/7.5,324,1,US,Pennsylvania,20/3/2005 0:00,22/2/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_147,15:74,UTF-8,Apache-Coyote/1.1,46884,1,None,None,16/9/2004 0:00,28/3/2016 0:00,8,0,1,432,8,2,124,432,8,0,0
B0_2208,13:74,UTF-8,Server,,1,US,NV,1/11/1994 0:00,30/4/2014 0:00,3,3,1,366,3,5,306,366,3,0,0
B0_2251,12:74,us-ascii,Microsoft-HTTPAPI/2.0,324,1,CA,Saskatchewan,3/7/2000 0:00,23/6/2016 0:00,5,4,2,486,5,6,480,486,5,0,0
B0_352,16:74,UTF-8,nginx,,1,US,NJ,3/10/1997 0:00,3/8/2014 0:00,8,1,3,1088,14,13,2036,1524,14,6,0
B0_454,13:74,utf-8,None,,1,US,TX,31/1/1996 0:00,16/8/2016 0:00,21,1,5,2873,25,23,9017,3177,25,4,0
M0_62,13:75,UTF-8,Apache,193,1,US,PA,20/8/2014 0:00,20/10/2016 0:00,8,0,6,801,10,9,677,951,10,2,1
B0_1360,15:75,UTF-8,GSE,8417,1,US,CA,31/7/2000 0:00,29/6/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_196,16:75,ISO-8859-1,None,,1,US,NJ,23/10/1994 0:00,1/11/2016 0:00,33,3,8,3647,41,39,32399,4247,41,8,0
B0_2238,14:75,UTF-8,mw2238.codfw.wmnet,4721,1,US,CA,13/1/2001 0:12,12/12/2015 10:16,4,3,2,432,4,6,372,432,4,0,0
B0_248,13:75,us-ascii,Microsoft-HTTPAPI/2.0,324,1,None,None,8/9/2004 0:00,28/2/2017 0:00,23,14,7,2472,27,19,6776,2796,27,4,0
B0_404,14:75,utf-8,GSE,,1,US,CA,15/9/1997 0:00,20/7/2011 0:00,39,18,14,4631,49,42,12921,5353,49,10,0
B0_868,12:75,UTF-8,Pizza/pepperoni,,1,US,WA,16/11/1994 0:00,28/10/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_987,15:75,ISO-8859-1,cloudflare-nginx,,1,US,FL,16/5/2000 0:00,17/3/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_2157,13:76,ISO-8859-1,Microsoft-IIS/6.0,92183,1,CA,Quebec,2/6/2004 0:00,21/3/2015 0:00,10,4,5,780,10,7,442,780,10,0,0
B0_534,15:76,ISO-8859-1,None,12368,1,US,CA,9/1/1998 0:00,4/1/2017 0:00,47,0,5,4544,55,57,53238,5134,55,8,0
B0_80,12:76,us-ascii,Microsoft-HTTPAPI/2.0,324,1,None,None,2/10/2007 0:00,20/7/2014 0:00,26,19,4,3635,32,30,23404,4125,32,6,0
B0_81,13:76,us-ascii,Microsoft-IIS/7.5,324,1,None,None,14/12/2004 0:00,,18,5,6,2032,24,19,2033,2464,24,6,0
B0_842,12:76,UTF-8,Apache,9672,1,US,Alabama,3/10/1997 0:00,31/12/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_912,14:76,UTF-8,XXXXXXXXXXXXXXXXXXXXXX,17721,1,None,None,2/10/2000 0:00,3/6/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_2013,15:77,us-ascii,Microsoft-HTTPAPI/2.0,324,1,US,UT,5/2/1999 0:00,16/6/2014 0:00,5,5,3,498,5,8,508,498,5,0,0
B0_2174,13:77,ISO-8859-1,Apache,,1,US,UT,16/5/1995 0:00,21/10/2016 0:00,17,7,9,1206,17,15,991,1206,17,0,0
B0_2272,14:77,us-ascii,Microsoft-HTTPAPI/2.0,324,1,US,CO,16/6/2014 0:00,31/7/2016 0:00,6,3,4,564,6,7,442,564,6,0,0
B0_431,14:77,ISO-8859-1,Sucuri/Cloudproxy,,1,None,None,7/2/2006 0:00,8/2/2017 0:00,32,7,9,2445,34,36,41408,2601,34,2,0
B0_432,14:77,UTF-8,GSE,22409,1,US,CA,31/7/2000 0:00,29/6/2016 0:00,27,0,4,2403,31,30,27476,2741,31,4,0
B0_735,13:77,utf-8,nginx/1.8.0,63049,2,US,va,29/4/1994 0:00,30/8/2013 0:00,33,1,5,3244,43,40,24630,4114,43,10,0
B0_751,14:77,utf-8,ATS,,1,US,CA,18/1/1995 0:00,26/8/2015 0:00,25,20,3,3591,31,31,13757,4041,31,6,0
B0_1203,10:78,utf-8,Apache,23146,1,US,NY,18/1/1994 0:00,21/10/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_134,16:78,UTF-8,cloudflare-nginx,,1,US,LA,20/10/2003 0:00,15/1/2015 0:00,11,1,3,1335,17,17,2109,1835,17,6,0
B0_1393,17:78,UTF-8,mw2165.codfw.wmnet,,1,US,CA,13/1/2001 0:12,12/12/2015 10:16,0,0,0,0,0,0,0,0,0,0,0
B0_2021,11:78,UTF-8,cloudflare-nginx,,1,US,WA,7/12/2006 0:00,2/3/2017 0:00,17,9,9,1594,17,18,1152,1594,17,0,0
B0_212,15:78,iso-8859-1,Apache,13,1,JP,Tottori,14/4/2017 0:00,18/4/2017 0:00,8,0,3,528,8,2,124,528,8,0,0
B0_2146,16:78,UTF-8,GSE,9313,1,US,CA,31/7/2000 0:00,29/6/2016 0:00,13,6,9,1026,13,14,904,1026,13,0,0
B0_2203,13:78,UTF-8,None,28508,1,US,NY,10/8/1995 0:00,5/8/2016 0:00,8,6,6,696,8,9,574,696,8,0,0
B0_2211,15:78,ISO-8859-1,Varnish,9,1,US,DC,18/10/2005 0:00,14/10/2016 0:00,8,6,6,672,8,9,562,672,8,0,0
B0_278,13:78,UTF-8,mw2224.codfw.wmnet,,1,US,CA,13/1/2001 0:12,12/12/2015 10:16,39,35,2,5949,47,47,32891,6557,47,8,0
B0_433,10:78,utf-8,Apache,23144,1,US,NY,18/1/1994 0:00,21/10/2016 0:00,36,3,10,2981,42,41,31493,3449,42,6,0
B0_680,12:78,UTF-8,Pizza/pepperoni,13707,1,US,WA,16/11/1994 0:00,28/10/2015 0:00,19,6,4,2781,24,24,18410,3085,24,4,0
B0_748,13:78,ISO-8859-1,Microsoft-IIS/7.5,11,1,US,WA,13/9/2000 0:00,29/8/2016 0:00,62,0,3,4725,66,65,97272,5023,66,4,0
B0_784,12:78,UTF-8,Server,,1,US,NV,1/11/1994 0:00,30/4/2014 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_964,17:78,iso-8859-1,Apache,,1,US,UT,16/5/1995 0:00,21/10/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_99,16:78,ISO-8859-1,MI,2743,1,US,CA,24/2/1996 0:00,18/1/2017 0:00,23,5,11,2106,27,31,6415,2410,27,4,0
B0_1072,13:79,ISO-8859-1,Microsoft-IIS/8.5,1245,1,US,Arkansas,23/6/1999 0:00,12/6/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1121,14:79,ISO-8859-1,None,6748,1,CA,QC,24/10/1996 0:00,24/8/2015 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1193,14:79,utf-8,cloudflare-nginx,,1,US,PA,3/5/2006 0:00,8/8/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1223,9:79,UTF-8,None,53420,1,US,NJ,26/5/1994 0:00,21/5/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1355,15:79,UTF-8,Apache-Coyote/1.1,46887,1,US,Washington,16/9/2004 0:00,28/3/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_2164,15:79,UTF-8,Apache,,1,US,Arizona,17/8/2010 0:00,17/8/2016 0:00,6,3,4,564,6,8,504,564,6,0,0
B0_269,16:79,ISO-8859-1,Roxen/5.4.98-r2,11593,1,US,IL,2/3/2000 0:00,3/3/2017 0:00,13,1,3,1763,19,19,2308,2233,19,6,0
B0_456,15:79,UTF-8,Apache/2.2.31 (Unix) mod_ssl/2.2.31 OpenSSL/1.0.1e-fips mod_bwlimited/1.4,,1,None,None,26/1/2002 0:00,12/1/2017 0:00,15,0,4,1301,17,7,552,1455,17,2,0
B0_1086,16:80,UTF-8,None,7240,1,US,California,4/2/1996 0:00,10/8/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_1094,12:80,UTF-8,Apache,471,1,US,CA,23/7/2004 0:00,4/3/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_129,12:80,UTF-8,GSE,38149,1,US,CA,31/7/2000 0:00,29/6/2016 0:00,41,0,5,3333,45,43,42229,3715,45,4,0
B0_1389,15:80,UTF-8,None,,1,US,CA,9/1/1998 0:00,4/1/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_142,13:80,utf-8,cloudflare-nginx,,1,US,CA,18/1/1995 0:00,26/8/2015 0:00,50,43,12,7282,60,57,24220,8042,60,10,0
B0_2077,17:80,ISO-8859-1,nginx/1.2.1,8619,1,BY,none,17/5/2004 0:00,2/3/2017 0:00,22,18,3,3156,22,15,4966,3156,22,0,0
B0_2145,14:80,us-ascii,Microsoft-HTTPAPI/2.0,324,1,None,None,5/6/2003 0:00,26/11/2014 0:00,5,4,2,498,5,7,438,498,5,0,0
B0_463,13:80,ISO-8859-1,nginx/1.1.19,,1,None,None,19/11/1998 0:00,29/9/2016 0:00,16,1,4,1739,20,20,12620,2059,20,4,0
B0_756,11:80,us-ascii,Microsoft-HTTPAPI/2.0,324,1,US,CA,8/9/2003 0:00,3/3/2017 0:00,33,10,8,3764,41,23,7356,4412,41,8,0
B0_810,16:80,UTF-8,Server,,1,US,NV,1/11/1994 0:00,30/4/2014 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_849,13:80,UTF-8,GSE,11326,1,US,CA,31/7/2000 0:00,29/6/2016 0:00,0,0,0,0,0,0,0,0,0,0,0
B0_878,12:80,iso-8859-1,Apache,236,1,US,AZ,10/3/1998 0:00,5/3/2017 0:00,0,0,0,0,0,0,0,0,0,0,0
M4_70,17:81,utf-8,Microsoft-IIS/6.0,,1,US,California,18/6/2003 0:00,14/6/2016 0:00,0,0,0,0,0,2,124,0,0,0,1
M4_71,17:81,utf-8,Microsoft-IIS/6.0,,1,US,California,18/6/2003 0:00,14/6/2016 0:00,0,0,0,0,0,2,124,0,0,0,1
