"URL","CHARSET","SERVER","WHOIS_COUNTRY","WHOIS_STATEPRO","WHOIS_REGDATE","WHOIS_UPDATED_DATE","TCP_CONVERSATION_EXCHANGE","DIST_REMOTE_TCP_PORT","REMOTE_IPS","APP_BYTES","SOURCE_APP_BYTES","DNS_QUERY_TIMES","Type","NUMBER SPECIAL CHAR","TOTAL URL LENGTH"
"B0_1194","ISO-8859-1","NGINX","US","Ohio","26/5/1998 0:00","4/5/2016 0:00",0,0,0,0,0,0,"benign",12,69
"B0_1271","UTF-8","ATS","US","CA","18/1/1995 0:00","26/8/2015 0:00",0,0,0,0,0,0,"benign",11,69
"B0_1273","UTF-8","NGINX/1.8.1","UK","None","3/6/1993 0:00","2/11/2016 0:00",0,0,0,0,0,0,"benign",11,69
"B0_133","ISO-8859-1","NGINX/1.4.6 (UBUNTU)","PA","PANAMA","2/4/2008 0:00","13/6/2016 0:00",8,2,2,805,1196,2,"benign",13,69
"B0_1395","UTF-8","SERVER","US","NV","1/11/1994 0:00","30/4/2014 0:00",0,0,0,0,0,0,"benign",12,69
"B0_2006","ISO-8859-1","APACHE","US","UT","16/5/1995 0:00","21/10/2016 0:00",4,3,2,432,244,0,"benign",12,69
"B0_2246","UTF-8","APACHE-COYOTE/1.1","US","California","8/4/2000 0:00","31/1/2013 0:00",3,3,1,366,244,0,"benign",11,69
"B0_372","ISO-8859-1","NONE","US","CA","29/3/1997 0:00","29/11/2016 0:00",48,36,10,5347,43924,6,"benign",12,69
"B0_459","ISO-8859-1","APACHE","Cyprus","None","5/11/2007 0:00","22/2/2017 0:00",23,1,10,1783,18427,4,"benign",12,69
"B0_47","UTF-8","ATS","US","CA","18/1/1995 0:00","26/8/2015 0:00",14,8,3,2186,6913,4,"benign",13,69
"B0_530","UTF-8","SERVER","US","NV","1/11/1994 0:00","30/4/2014 0:00",29,21,7,3997,16884,6,"benign",12,69
"B0_545","UTF-8","NGINX","US","Illinois","19/4/2006 0:00","29/7/2013 0:00",19,0,4,1878,18769,6,"benign",11,69
"B0_58","UTF-8","APACHE","None","None","1/6/2006 0:00","6/3/2017 0:00",23,15,10,2708,6195,4,"benign",11,69
"B0_745","UTF-8","JETTY(9.0.Z-SNAPSHOT)","US","NY","12/3/1999 0:00","16/11/2016 0:00",31,2,8,2131,30035,4,"benign",14,69
"B0_955","UTF-8","GSE","US","CA","31/7/2000 0:00","29/6/2016 0:00",0,0,0,0,0,0,"benign",14,69
"M1_1","UTF-8","APACHE","None","None",,,15,0,3,1150,15499,2,"malicious",12,70
"B0_1016","UTF-8","APACHE","US","MO","20/5/1996 0:00","24/10/2016 0:00",0,0,0,0,0,0,"benign",15,70
"B0_1045","ISO-8859-1","MICROSOFT-IIS/8.5","CA","ON","10/3/1998 0:00","24/2/2015 0:00",0,0,0,0,0,0,"benign",13,70
"B0_1057","US-ASCII","MICROSOFT-HTTPAPI/2.0","None","None",,,0,0,0,0,0,0,"benign",15,70
"B0_1155","ISO-8859-1","APACHE/2.2.26 (UNIX) MOD_SSL/2.2.26 OPENSSL/1.0.1E-FIPS DAV/2 MOD_BWLIMITED/1.4","AU","Queensland","23/1/2004 0:00","8/1/2017 0:00",0,0,0,0,0,0,"benign",14,70
"B0_1169","UTF-8","CLOUDFLARE-NGINX","US","California","3/3/1999 0:00","14/4/2015 0:00",0,0,0,0,0,0,"benign",13,70
"B0_1246","ISO-8859-1","APACHE/2.2.15 (CENTOS) DAV/2 MOD_SSL/2.2.15 OPENSSL/1.0.1E-FIPS PHP/5.3.3","US","IL","12/12/1990 0:00","8/6/2015 0:00",0,0,0,0,0,0,"benign",14,70
"B0_130","ISO-8859-1","APACHE/2.2.24 (UNIX) DAV/2 PHP/5.3.26 MOD_SSL/2.2.24 OPENSSL/0.9.8Y","None","None","3/6/1998 0:00","2/6/2016 0:00",9,0,4,916,2074,4,"benign",12,70
"B0_1407","UTF-8","MW2178.CODFW.WMNET","US","CA","13/1/2001 0:12","12/12/2015 10:16",0,0,0,0,0,0,"benign",12,70
"B0_151","UTF-8","294","None","None","11/1/2005 0:00","23/1/2014 0:00",44,34,6,6221,36834,10,"benign",15,70
"B0_2028","UTF-8","NGINX","US","CA","3/3/2000 0:00","12/1/2017 0:00",6,4,4,552,562,0,"benign",15,70
"B0_2161","ISO-8859-1","MICROSOFT-IIS/6.0","CA","Quebec","2/6/2004 0:00","21/3/2015 0:00",10,6,7,792,636,0,"benign",13,70
"B0_2169","ISO-8859-1","APACHE","CH","Zug","21/11/1997 0:00","19/10/2016 0:00",5,5,3,498,504,0,"benign",13,70
"B0_2283","UTF-8","NGINX","PA","PANAMA","11/11/2007 0:00","18/12/2015 0:00",16,13,2,1688,742,0,"benign",13,70
"B0_2308","ISO-8859-1","MICROSOFT-IIS/7.5","US","New York","11/6/2002 0:00","5/6/2014 0:00",49,7,3,3802,57628,0,"benign",10,70
"B0_260","ISO-8859-1","APACHE","None","None",,,33,11,8,3523,30933,6,"benign",13,70
"B0_264","US-ASCII","MICROSOFT-HTTPAPI/2.0","US","VT","15/11/1995 0:00","15/9/2015 0:00",8,0,3,1100,1570,4,"benign",13,70
"B0_367","UTF-8","MICROSOFT-IIS/7.5","US","MO",,,7,4,3,752,892,2,"benign",12,70
"B0_654","UTF-8","MICROSOFT-IIS/7.5","US","VA","15/12/1994 0:00","10/12/2016 0:00",48,11,11,3684,47558,6,"benign",14,70
"B0_681","ISO-8859-1","NGINX/1.2.1","US","NV","23/7/1999 0:00","4/3/2017 0:00",19,12,7,2506,7448,4,"benign",12,70
"B0_893","UTF-8","NGINX","US","California","17/8/1995 0:00","16/8/2016 0:00",0,0,0,0,0,0,"benign",14,70
"B0_899","ISO-8859-1","MICROSOFT-IIS/7.5","US","WA","13/9/2000 0:00","29/8/2016 0:00",0,0,0,0,0,0,"benign",13,70
"B0_941","UTF-8","NGINX","US","CA","7/9/1995 0:00","4/3/2017 0:00",0,0,0,0,0,0,"benign",13,70
"B0_1067","US-ASCII","MICROSOFT-HTTPAPI/2.0","US","Oregon","29/1/2003 23:45","7/8/2013 22:19",0,0,0,0,0,0,"benign",6,71
"B0_1173","ISO-8859-1","CLOUDFLARE-NGINX","US","Washington","3/8/1999 0:00","14/12/2016 0:00",0,0,0,0,0,0,"benign",16,71
"B0_1345","UTF-8","GSE","CA","ON","27/1/2010 0:00","7/8/2015 0:00",0,0,0,0,0,0,"benign",14,71
"B0_1371","UTF-8","SERVER","US","NV","1/11/1994 0:00","30/4/2014 0:00",0,0,0,0,0,0,"benign",13,71
"B0_168","UTF-8","GSE","US","CA","31/7/2000 0:00","29/6/2016 0:00",73,3,5,7802,105565,6,"benign",13,71
"B0_175","ISO-8859-1","NONE","CA","ON","28/12/1998 0:00","17/12/2016 0:00",49,0,7,3878,55460,4,"benign",12,71
"B0_207","UTF-8","APACHE","US","CA","18/1/1996 5:00","20/1/2017 1:26",30,20,10,3317,8700,6,"benign",12,71
"B0_66","UTF-8","NGINX/1.7.4","PA","PANAMA","28/11/1999 0:00","4/4/2017 0:00",28,4,5,2794,30923,4,"benign",11,71
"B0_669","UTF-8","DMS/1.0.42","FR","None","15/3/2005 0:00","28/6/2016 0:00",25,3,5,3428,28007,4,"benign",12,71
"B0_678","UTF-8","NGINX","None","None",,,35,14,7,4515,12970,8,"benign",14,71
"B0_692","UTF-8","ATS","US","CA","18/1/1995 0:00","26/8/2015 0:00",26,21,4,4488,14140,8,"benign",11,71
"B0_707","UTF-8","SERVER","None","None",,"23/10/2013 0:00",19,14,4,2877,6649,6,"benign",14,71
"B0_72","UTF-8","SERVER","US","NV","1/11/1994 0:00","30/4/2014 0:00",65,48,7,6391,83389,6,"benign",12,71
"B0_728","UTF-8","APACHE-COYOTE/1.1","IN","TN",,,7,2,4,1131,1747,4,"benign",11,71
"B0_828","US-ASCII","MICROSOFT-IIS/7.5","us","CA","17/11/2006 0:00","31/3/2016 0:00",0,0,0,0,0,0,"benign",11,71
"B0_875","US-ASCII","MICROSOFT-HTTPAPI/2.0","TR","None","21/5/2006 0:00","17/5/2013 0:00",0,0,0,0,0,0,"benign",15,71
"B0_1145","US-ASCII","CLOUDFLARE-NGINX","CA","ON","24/11/2001 0:00","8/8/2015 0:00",0,0,0,0,0,0,"benign",14,72
"B0_1164","UTF-8","NGINX","UK","UK",,,0,0,0,0,0,0,"benign",14,72
"B0_1172","UTF-8","APACHE/2.2.22 (DEBIAN) MOD_PYTHON/3.3.1 PYTHON/2.7.3 MOD_SSL/2.2.22 OPENSSL/1.0.1T","US","NY","23/3/1995 0:00","3/3/2017 0:00",0,0,0,0,0,0,"benign",16,72
"B0_1275","UTF-8","NONE","KR","None","6/9/1997 0:00","11/1/2016 0:00",0,0,0,0,0,0,"benign",12,72
"B0_1282","US-ASCII","MICROSOFT-HTTPAPI/2.0","US","NY","31/10/1997 0:00","30/10/2016 0:00",0,0,0,0,0,0,"benign",12,72
"B0_1313","ISO-8859-1","APACHE","US","UT","16/5/1995 0:00","21/10/2016 0:00",0,0,0,0,0,0,"benign",12,72
"B0_141","UTF-8","APACHE/2.4.16 (UBUNTU)","US","CA","22/9/2002 0:00","22/9/2016 0:00",47,13,6,6078,40968,6,"benign",15,72
"B0_2040","UTF-8","APACHE/2.2.27 (CENTOS)","None","None",,,14,14,7,972,1144,0,"benign",13,72
"B0_2084","UTF-8","MICROSOFT-IIS/7.5","US","VA","15/12/1994 0:00","10/12/2016 0:00",12,5,4,960,498,0,"benign",14,72
"B0_24","UTF-8","SERVER","US","NV","1/11/1994 0:00","30/4/2014 0:00",27,21,8,3862,11108,6,"benign",12,72
"B0_244","ISO-8859-1","APACHE/2.2.26 (UNIX) MOD_SSL/2.2.26 OPENSSL/0.9.8E-FIPS-RHEL5 MOD_BWLIMITED/1.4 PHP/5.4.26","BE","ANTWERP","13/10/2000 0:00","1/11/2012 0:00",39,2,13,3042,5914,6,"benign",9,72
"B0_335","ISO-8859-1","NONE","None","None",,,18,4,4,2083,17862,4,"benign",15,72
"B0_343","ISO-8859-1","APACHE","Cyprus","None","4/7/2007 0:00","22/2/2017 0:00",28,2,5,2490,18969,4,"benign",12,72
"B0_489","UTF-8","APACHE","None","None","1/5/2009 0:00","2/5/2016 0:00",9,0,3,1165,1673,6,"benign",13,72
"B0_623","US-ASCII","WWW.LEXISNEXIS.COM  9999","CH","CH","8/4/2009 0:00","12/2/2016 0:00",80,0,2,6525,126205,4,"benign",12,72
"B0_852","UTF-8","NGINX","PA","PANAMA","11/11/2007 0:00","18/12/2015 0:00",0,0,0,0,0,0,"benign",14,72
"B0_888","ISO-8859-1","APACHE-COYOTE/1.1","US","Tennessee","10/5/2007 19:20","18/4/2017 17:38",0,0,0,0,0,0,"benign",11,72
"B0_930","ISO-8859-1","NGINX","US","NJ","8/4/1998 0:00","25/10/2016 0:00",0,0,0,0,0,0,"benign",11,72
"B0_1001","UTF-8","CLOUDFLARE-NGINX","US","LA","20/10/2003 0:00","15/1/2015 0:00",0,0,0,0,0,0,"benign",14,73
"B0_1074","ISO-8859-1","APACHE/2.4.7 (UBUNTU)","US","PA","5/8/2008 0:00","6/8/2016 0:00",0,0,0,0,0,0,"benign",17,73
"B0_1082","ISO-8859-1","APACHE/2.2.15 (CENTOS)","US","UT","16/5/1995 0:00","21/10/2016 0:00",0,0,0,0,0,0,"benign",13,73
"B0_1184","UTF-8","NONE","US","NY","29/3/2008 0:00","10/2/2017 0:00",0,0,0,0,0,0,"benign",14,73
"B0_1229","ISO-8859-1","NGINX","US","Arizona","15/12/2007 0:00","3/4/2016 0:00",0,0,0,0,0,0,"benign",15,73
"B0_1240","ISO-8859-1","APACHE/2.2.15 (CENTOS)","US","UT","16/5/1995 0:00","21/10/2016 0:00",0,0,0,0,0,0,"benign",13,73
"B0_132","ISO-8859-1","APACHE/2.2.15 (CENTOS)","US","UT","16/5/1995 0:00","21/10/2016 0:00",27,12,5,3149,37964,6,"benign",13,73
"B0_1334","ISO-8859-1","APACHE/2.0.52 (RED HAT)","US","CA","3/9/1996 4:00","30/9/2009 2:59",0,0,0,0,0,0,"benign",15,73
"B0_213","UTF-8","APACHE","CA","ON","9/12/2003 0:00","22/10/2016 0:00",208,0,1,14530,466055,2,"benign",15,73
"B0_2235","UTF-8","APACHE/2.4.18 (UBUNTU)","US","Illinois","2/8/2000 0:00","26/4/2017 0:00",22,11,12,1524,1268,0,"benign",11,73
"B0_2248","UTF-8","GSE","US","CA","31/7/2000 0:00","29/6/2016 0:00",3,3,1,366,306,0,"benign",11,73
"B0_2321","UTF-8","CLOUDFLARE-NGINX","JP","TOKYO-TO","5/11/2007 15:14","12/3/2017 9:17",11,6,8,810,913,0,"benign",17,73
"B0_279","ISO-8859-1","SQUID/3.3.8","US","CA","2/6/1994 0:00","6/1/2017 0:00",23,4,3,2425,33598,6,"benign",15,73
"B0_36","UTF-8","APACHE-COYOTE/1.1","None","None","9/1/2007 0:00","30/4/2013 0:00",17,12,3,2396,26621,6,"benign",12,73
"B0_559","ISO-8859-1","NGINX/0.8.38","US","MA","29/3/2000 0:00","25/12/2016 0:00",51,6,5,3932,87340,4,"benign",13,73
"B0_699","UTF-8","SERVER","US","NV","1/11/1994 0:00","30/4/2014 0:00",49,43,4,5365,78671,6,"benign",12,73
"B0_804","UTF-8","MW2242.CODFW.WMNET","US","CA","13/1/2001 0:12","12/12/2015 10:16",0,0,0,0,0,0,"benign",17,73
"M0_167","ISO-8859-1","CLOUDFLARE-NGINX","ru","Krasnoyarsk","22/8/2010 0:00","28/4/2017 0:00",11,0,3,1260,2399,8,"malicious",11,74
"B0_1162","US-ASCII","MICROSOFT-IIS/7.5","US","Pennsylvania","20/3/2005 0:00","22/2/2017 0:00",0,0,0,0,0,0,"benign",12,74
"B0_147","UTF-8","APACHE-COYOTE/1.1","None","None","16/9/2004 0:00","28/3/2016 0:00",8,0,1,432,124,0,"benign",15,74
"B0_2208","UTF-8","SERVER","US","NV","1/11/1994 0:00","30/4/2014 0:00",3,3,1,366,306,0,"benign",13,74
"B0_2251","US-ASCII","MICROSOFT-HTTPAPI/2.0","CA","Saskatchewan","3/7/2000 0:00","23/6/2016 0:00",5,4,2,486,480,0,"benign",12,74
"B0_352","UTF-8","NGINX","US","NJ","3/10/1997 0:00","3/8/2014 0:00",8,1,3,1088,2036,6,"benign",16,74
"B0_454","UTF-8","NONE","US","TX","31/1/1996 0:00","16/8/2016 0:00",21,1,5,2873,9017,4,"benign",13,74
"M0_62","UTF-8","APACHE","US","PA","20/8/2014 0:00","20/10/2016 0:00",8,0,6,801,677,2,"malicious",13,75
"B0_1360","UTF-8","GSE","US","CA","31/7/2000 0:00","29/6/2016 0:00",0,0,0,0,0,0,"benign",15,75
"B0_196","ISO-8859-1","NONE","US","NJ","23/10/1994 0:00","1/11/2016 0:00",33,3,8,3647,32399,8,"benign",16,75
"B0_2238","UTF-8","MW2238.CODFW.WMNET","US","CA","13/1/2001 0:12","12/12/2015 10:16",4,3,2,432,372,0,"benign",14,75
"B0_248","US-ASCII","MICROSOFT-HTTPAPI/2.0","None","None","8/9/2004 0:00","28/2/2017 0:00",23,14,7,2472,6776,4,"benign",13,75
"B0_404","UTF-8","GSE","US","CA","15/9/1997 0:00","20/7/2011 0:00",39,18,14,4631,12921,10,"benign",14,75
"B0_868","UTF-8","PIZZA/PEPPERONI","US","WA","16/11/1994 0:00","28/10/2015 0:00",0,0,0,0,0,0,"benign",12,75
"B0_987","ISO-8859-1","CLOUDFLARE-NGINX","US","FL","16/5/2000 0:00","17/3/2016 0:00",0,0,0,0,0,0,"benign",15,75
"B0_2157","ISO-8859-1","MICROSOFT-IIS/6.0","CA","Quebec","2/6/2004 0:00","21/3/2015 0:00",10,4,5,780,442,0,"benign",13,76
"B0_534","ISO-8859-1","NONE","US","CA","9/1/1998 0:00","4/1/2017 0:00",47,0,5,4544,53238,8,"benign",15,76
"B0_80","US-ASCII","MICROSOFT-HTTPAPI/2.0","None","None","2/10/2007 0:00","20/7/2014 0:00",26,19,4,3635,23404,6,"benign",12,76
"B0_81","US-ASCII","MICROSOFT-IIS/7.5","None","None","14/12/2004 0:00",,18,5,6,2032,2033,6,"benign",13,76
"B0_842","UTF-8","APACHE","US","Alabama","3/10/1997 0:00","31/12/2016 0:00",0,0,0,0,0,0,"benign",12,76
"B0_912","UTF-8","XXXXXXXXXXXXXXXXXXXXXX","None","None","2/10/2000 0:00","3/6/2016 0:00",0,0,0,0,0,0,"benign",14,76
"B0_2013","US-ASCII","MICROSOFT-HTTPAPI/2.0","US","UT","5/2/1999 0:00","16/6/2014 0:00",5,5,3,498,508,0,"benign",15,77
"B0_2174","ISO-8859-1","APACHE","US","UT","16/5/1995 0:00","21/10/2016 0:00",17,7,9,1206,991,0,"benign",13,77
"B0_2272","US-ASCII","MICROSOFT-HTTPAPI/2.0","US","CO","16/6/2014 0:00","31/7/2016 0:00",6,3,4,564,442,0,"benign",14,77
"B0_431","ISO-8859-1","SUCURI/CLOUDPROXY","None","None","7/2/2006 0:00","8/2/2017 0:00",32,7,9,2445,41408,2,"benign",14,77
"B0_432","UTF-8","GSE","US","CA","31/7/2000 0:00","29/6/2016 0:00",27,0,4,2403,27476,4,"benign",14,77
"B0_735","UTF-8","NGINX/1.8.0","US","va","29/4/1994 0:00","30/8/2013 0:00",33,1,5,3244,24630,10,"benign",13,77
"B0_751","UTF-8","ATS","US","CA","18/1/1995 0:00","26/8/2015 0:00",25,20,3,3591,13757,6,"benign",14,77
"B0_1203","UTF-8","APACHE","US","NY","18/1/1994 0:00","21/10/2016 0:00",0,0,0,0,0,0,"benign",10,78
"B0_134","UTF-8","CLOUDFLARE-NGINX","US","LA","20/10/2003 0:00","15/1/2015 0:00",11,1,3,1335,2109,6,"benign",16,78
"B0_1393","UTF-8","MW2165.CODFW.WMNET","US","CA","13/1/2001 0:12","12/12/2015 10:16",0,0,0,0,0,0,"benign",17,78
"B0_2021","UTF-8","CLOUDFLARE-NGINX","US","WA","7/12/2006 0:00","2/3/2017 0:00",17,9,9,1594,1152,0,"benign",11,78
"B0_212","ISO-8859-1","APACHE","JP","Tottori","14/4/2017 0:00","18/4/2017 0:00",8,0,3,528,124,0,"benign",15,78
"B0_2146","UTF-8","GSE","US","CA","31/7/2000 0:00","29/6/2016 0:00",13,6,9,1026,904,0,"benign",16,78
"B0_2203","UTF-8","NONE","US","NY","10/8/1995 0:00","5/8/2016 0:00",8,6,6,696,574,0,"benign",13,78
"B0_2211","ISO-8859-1","VARNISH","US","DC","18/10/2005 0:00","14/10/2016 0:00",8,6,6,672,562,0,"benign",15,78
"B0_278","UTF-8","MW2224.CODFW.WMNET","US","CA","13/1/2001 0:12","12/12/2015 10:16",39,35,2,5949,32891,8,"benign",13,78
"B0_433","UTF-8","APACHE","US","NY","18/1/1994 0:00","21/10/2016 0:00",36,3,10,2981,31493,6,"benign",10,78
"B0_680","UTF-8","PIZZA/PEPPERONI","US","WA","16/11/1994 0:00","28/10/2015 0:00",19,6,4,2781,18410,4,"benign",12,78
"B0_748","ISO-8859-1","MICROSOFT-IIS/7.5","US","WA","13/9/2000 0:00","29/8/2016 0:00",62,0,3,4725,97272,4,"benign",13,78
"B0_784","UTF-8","SERVER","US","NV","1/11/1994 0:00","30/4/2014 0:00",0,0,0,0,0,0,"benign",12,78
"B0_964","ISO-8859-1","APACHE","US","UT","16/5/1995 0:00","21/10/2016 0:00",0,0,0,0,0,0,"benign",17,78
"B0_99","ISO-8859-1","MI","US","CA","24/2/1996 0:00","18/1/2017 0:00",23,5,11,2106,6415,4,"benign",16,78
"B0_1072","ISO-8859-1","MICROSOFT-IIS/8.5","US","Arkansas","23/6/1999 0:00","12/6/2015 0:00",0,0,0,0,0,0,"benign",13,79
"B0_1121","ISO-8859-1","NONE","CA","QC","24/10/1996 0:00","24/8/2015 0:00",0,0,0,0,0,0,"benign",14,79
"B0_1193","UTF-8","CLOUDFLARE-NGINX","US","PA","3/5/2006 0:00","8/8/2016 0:00",0,0,0,0,0,0,"benign",14,79
"B0_1223","UTF-8","NONE","US","NJ","26/5/1994 0:00","21/5/2016 0:00",0,0,0,0,0,0,"benign",9,79
"B0_1355","UTF-8","APACHE-COYOTE/1.1","US","Washington","16/9/2004 0:00","28/3/2016 0:00",0,0,0,0,0,0,"benign",15,79
"B0_2164","UTF-8","APACHE","US","Arizona","17/8/2010 0:00","17/8/2016 0:00",6,3,4,564,504,0,"benign",15,79
"B0_269","ISO-8859-1","ROXEN/5.4.98-R2","US","IL","2/3/2000 0:00","3/3/2017 0:00",13,1,3,1763,2308,6,"benign",16,79
"B0_456","UTF-8","APACHE/2.2.31 (UNIX) MOD_SSL/2.2.31 OPENSSL/1.0.1E-FIPS MOD_BWLIMITED/1.4","None","None","26/1/2002 0:00","12/1/2017 0:00",15,0,4,1301,552,2,"benign",15,79
"B0_1086","UTF-8","NONE","US","California","4/2/1996 0:00","10/8/2016 0:00",0,0,0,0,0,0,"benign",16,80
"B0_1094","UTF-8","APACHE","US","CA","23/7/2004 0:00","4/3/2017 0:00",0,0,0,0,0,0,"benign",12,80
"B0_129","UTF-8","GSE","US","CA","31/7/2000 0:00","29/6/2016 0:00",41,0,5,3333,42229,4,"benign",12,80
"B0_1389","UTF-8","NONE","US","CA","9/1/1998 0:00","4/1/2017 0:00",0,0,0,0,0,0,"benign",15,80
"B0_142","UTF-8","CLOUDFLARE-NGINX","US","CA","18/1/1995 0:00","26/8/2015 0:00",50,43,12,7282,24220,10,"benign",13,80
"B0_2077","ISO-8859-1","NGINX/1.2.1","BY","none","17/5/2004 0:00","2/3/2017 0:00",22,18,3,3156,4966,0,"benign",17,80
"B0_2145","US-ASCII","MICROSOFT-HTTPAPI/2.0","None","None","5/6/2003 0:00","26/11/2014 0:00",5,4,2,498,438,0,"benign",14,80
"B0_463","ISO-8859-1","NGINX/1.1.19","None","None","19/11/1998 0:00","29/9/2016 0:00",16,1,4,1739,12620,4,"benign",13,80
"B0_756","US-ASCII","MICROSOFT-HTTPAPI/2.0","US","CA","8/9/2003 0:00","3/3/2017 0:00",33,10,8,3764,7356,8,"benign",11,80
"B0_810","UTF-8","SERVER","US","NV","1/11/1994 0:00","30/4/2014 0:00",0,0,0,0,0,0,"benign",16,80
"B0_849","UTF-8","GSE","US","CA","31/7/2000 0:00","29/6/2016 0:00",0,0,0,0,0,0,"benign",13,80
"B0_878","ISO-8859-1","APACHE","US","AZ","10/3/1998 0:00","5/3/2017 0:00",0,0,0,0,0,0,"benign",12,80
"M4_70","UTF-8","MICROSOFT-IIS/6.0","US","California","18/6/2003 0:00","14/6/2016 0:00",0,0,0,0,124,0,"malicious",17,81
"M4_71","UTF-8","MICROSOFT-IIS/6.0","US","California","18/6/2003 0:00","14/6/2016 0:00",0,0,0,0,124,0,"malicious",17,81
"B0_101","UTF-8","GSE","US","CA","31/7/2000 0:00","29/6/2016 0:00",75,8,16,7388,65108,4,"benign",14,81
"B0_118","ISO-8859-1","APACHE/2.2.15 (CENTOS)","US","OK","7/7/1999 0:00","24/5/2016 0:00",11,6,1,2088,7459,4,"benign",18,81
"B0_2311","US-ASCII","MICROSOFT-HTTPAPI/2.0","US","UT","5/2/1999 0:00","16/6/2014 0:00",2,2,1,276,184,0,"benign",16,81
"B0_469","UTF-8","APACHE","None","None",,,53,13,11,6257,30118,8,"benign",15,81
"B0_519","US-ASCII","MICROSOFT-HTTPAPI/2.0","US","NY","25/2/2005 0:00","27/12/2015 0:00",16,1,2,2074,10646,6,"benign",13,81
"B0_649","UTF-8","CLOUDFLARE-NGINX","US","WA","7/4/2011 0:00","11/3/2017 0:00",23,2,6,2362,5472,8,"benign",11,81
"B0_712","UTF-8","CLOUDFLARE-NGINX","US","FL","12/2/1999 0:00","14/12/2016 0:00",15,0,3,1894,7062,4,"benign",16,81
"B0_720","ISO-8859-1","APACHE","US","Illinois","22/8/2003 0:00","26/12/2012 0:00",17,0,3,2281,29619,4,"benign",15,81
"B0_83","ISO-8859-1","APACHE","US","Florida","20/8/2000 0:00","25/2/2017 0:00",47,3,8,3718,44519,4,"benign",12,81
"M4_69","UTF-8","MICROSOFT-IIS/6.0","US","California","18/6/2003 0:00","14/6/2016 0:00",0,0,0,0,124,0,"malicious",17,82
"M4_72","UTF-8","MICROSOFT-IIS/6.0","US","California","18/6/2003 0:00","14/6/2016 0:00",0,0,0,0,186,0,"malicious",17,82
"M4_73","UTF-8","MICROSOFT-IIS/6.0","US","California","18/6/2003 0:00","14/6/2016 0:00",0,0,0,0,124,0,"malicious",17,82
"M4_74","UTF-8","MICROSOFT-IIS/6.0","US","California","18/6/2003 0:00","14/6/2016 0:00",0,0,0,0,124,0,"malicious",17,82
"B0_2051","ISO-8859-1","NGINX/1.10.1","PA","PANAMA","3/3/2004 0:00","31/3/2017 0:00",8,3,6,696,574,0,"benign",13,82
"B0_2060","US-ASCII","MICROSOFT-HTTPAPI/2.0","US","WA","10/11/1994 0:00","8/10/2014 0:00",5,4,2,498,376,0,"benign",17,82
"B0_2267","UTF-8","NONE","None","None","18/10/2000 0:00","29/1/2017 0:00",5,3,2,498,438,0,"benign",14,82
"B0_228","ISO-8859-1","APACHE/2.4.7 (UBUNTU)","None","None","11/10/2005 0:00","10/12/2016 0:00",20,6,5,2638,6137,8,"benign",17,82
"B0_284","UTF-8","CLOUDFLARE-NGINX","US","FL","9/7/1995 0:00","25/5/2016 0:00",3,0,1,488,482,2,"benign",17,82
"B0_382","US-ASCII","MICROSOFT-HTTPAPI/2.0","US","Florida","2/10/2007 0:00","20/7/2014 0:00",31,26,6,3286,28351,6,"benign",13,82
"B0_77","UTF-8","GSE","US","CA","31/7/2000 0:00","29/6/2016 0:00",45,2,5,3565,58127,4,"benign",18,82
"B0_808","ISO-8859-1","APACHE","US","Florida","22/9/2000 0:00","2/9/2016 0:00",0,0,0,0,0,0,"benign",12,82
"B0_97","UTF-8","CLOUDFLARE-NGINX","None","None","17/4/1996 0:00","18/4/2017 0:00",14,9,2,2200,6009,6,"benign",14,82
"M4_64","UTF-8","MICROSOFT-IIS/6.0","US","California","18/6/2003 0:00","14/6/2016 0:00",1,1,1,90,416,0,"malicious",17,83
"B0_1035","UTF-8","SERVER","US","NV","1/11/1994 0:00","30/4/2014 0:00",0,0,0,0,0,0,"benign",17,83
"B0_202","UTF-8","APACHE","JP","Fukuoka","15/9/2013 0:00","4/8/2016 0:00",11,4,4,1278,1874,6,"benign",11,83
"B0_2096","UTF-8","NGINX/1.9.13","US","WA","25/11/1995 0:00","9/10/2015 0:00",7,3,3,630,310,0,"benign",16,83
"B0_210","UTF-8","NGINX/1.6.2","US","CO","2/4/2009 0:00","21/3/2017 0:00",22,8,7,1628,14894,4,"benign",21,83
"B0_232","UTF-8","CLOUDFLARE-NGINX","None","None","14/10/1999 0:00","20/11/2013 0:00",24,10,4,3705,11756,8,"benign",14,83
"B0_423","UTF-8","GSE","US","CA","31/7/2000 0:00","29/6/2016 0:00",29,0,3,2523,44807,4,"benign",15,83
"B0_488","ISO-8859-1","APACHE/2.2.22 (DEBIAN)","AE","Dubai","10/12/2010 0:00","11/10/2016 0:00",9,0,3,1165,1673,6,"benign",19,83
"B0_752","ISO-8859-1","NGINX","US","Minnesota","5/11/1996 5:00","29/8/2016 20:58",24,3,7,2676,3594,4,"benign",13,83
"B0_806","UTF-8","APACHE-COYOTE/1.1","None","None","16/9/2004 0:00","28/3/2016 0:00",0,0,0,0,0,0,"benign",17,83
"M0_63","UTF-8","APACHE/2.2.22 (DEBIAN)","US","Washington","8/3/2003 0:00","9/3/2017 0:00",25,0,5,2262,33205,4,"malicious",15,84
"B0_1071","UTF-8","APACHE","US","UTAH","12/8/2005 0:00","12/8/2016 0:00",0,0,0,0,0,0,"benign",17,84
